studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
PAL0708,239,Anvers,Biscoe,"Adult, 1 Egg Stage",N40A2,Yes,11/27/07,48.7,15.1,222.0,5350.0,MALE,10.354383,-25.39587,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,240,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A1,Yes,11/27/07,50.2,14.3,218.0,5700.0,MALE,7.8962,-25.37746,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,241,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,11/27/07,45.1,14.5,215.0,5000.0,FEMALE,7.6322,-25.46569,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,242,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A1,Yes,11/27/07,46.5,14.5,213.0,4400.0,FEMALE,7.90436,-25.3947,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,243,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A2,Yes,11/27/07,46.3,15.8,215.0,5050.0,MALE,7.90971,-25.38157,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,244,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A1,Yes,11/29/07,42.9,13.1,215.0,5000.0,FEMALE,7.68528,-25.39181,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,245,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A2,Yes,11/29/07,46.1,15.1,215.0,5100.0,MALE,7.83733,-25.42826,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,246,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A1,Yes,11/29/07,44.5,14.3,216.0,4100.0,MALE,7.96621,-25.69327,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,247,Anvers,Dream,"Adult, 1 Egg Stage",N46A2,Yes,11/29/07,47.8,15.0,215.0,5650.0,MALE,7.92358,-25.48383,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,248,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,11/29/07,48.2,14.3,210.0,4600.0,FEMALE,7.6887,-25.50811,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,249,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/29/07,50.0,15.3,220.0,5550.0,MALE,8.30515,-25.19017,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,250,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A1,Yes,11/29/07,47.3,15.3,222.0,5250.0,MALE,7.6322,-27.01854,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,251,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,11/29/07,42.8,14.2,209.0,4700.0,FEMALE,7.63452,-25.46327,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,252,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,12/3/07,45.1,14.5,207.0,5050.0,MALE,10.366304,-25.53768,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0708,253,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,12/3/07,59.6,17.0,230.0,6050.0,MALE,7.76843,-25.6821,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,254,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A1,Yes,11/13/08,49.1,14.8,220.0,5150.0,FEMALE,7.89744,-26.63405,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,255,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A2,Yes,11/13/08,48.4,16.3,220.0,5400.0,MALE,8.03659,-26.86127,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,256,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A1,Yes,11/2/08,42.6,13.7,213.0,4950.0,FEMALE,7.96935,-26.70968,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,257,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A2,Yes,11/2/08,44.4,17.3,219.0,5250.0,MALE,8.13746,-26.79093,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,258,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A1,Yes,11/9/08,44.0,13.6,208.0,4350.0,FEMALE,8.01979,-26.68311,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,259,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A2,Yes,11/9/08,48.7,15.7,208.0,5350.0,MALE,8.14776,-26.84506,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,260,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,No,11/4/08,42.7,13.7,208.0,3950.0,FEMALE,8.14567,-26.59467,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,261,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,No,11/4/08,49.6,16.0,225.0,5700.0,MALE,8.38324,-26.84272,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,262,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A1,Yes,11/4/08,45.3,13.7,210.0,4300.0,FEMALE,8.37615,-26.72791,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,263,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A2,Yes,11/4/08,49.6,15.0,216.0,4750.0,MALE,8.26548,-26.7699,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,264,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/3/08,50.5,15.9,222.0,5550.0,MALE,8.46894,-26.60436,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,265,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,11/3/08,43.6,13.9,217.0,4900.0,FEMALE,8.27141,-26.7765,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,266,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,No,11/9/08,45.5,13.9,210.0,4200.0,FEMALE,8.47829,-26.61788,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,267,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,No,11/9/08,50.5,15.9,225.0,5400.0,MALE,8.65803,-26.57585,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,268,Anvers,Biscoe,"Adult, 1 Egg Stage",N12A1,Yes,11/2/08,44.9,13.3,213.0,5100.0,FEMALE,8.45167,-26.89644,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,269,Anvers,Dream,"Adult, 1 Egg Stage",N12A2,Yes,11/2/08,45.2,15.8,215.0,5300.0,MALE,8.55868,-26.67799,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,270,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/4/08,46.6,14.2,210.0,4850.0,FEMALE,8.38289,-26.86352,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,271,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/4/08,48.5,14.1,220.0,5300.0,MALE,8.39867,-26.79358,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,272,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/4/08,45.1,14.4,210.0,4400.0,FEMALE,8.51951,-27.01854,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,273,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/4/08,50.1,15.0,225.0,5000.0,MALE,8.50153,-26.61414,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,274,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/4/08,46.5,14.4,217.0,4900.0,FEMALE,8.48789,-26.83006,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,275,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/4/08,45.0,15.4,220.0,5050.0,MALE,8.63488,-26.75621,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,276,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/3/08,43.8,13.9,208.0,4300.0,FEMALE,8.58319,-26.84415,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,277,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A2,Yes,11/3/08,45.5,15.0,220.0,5000.0,MALE,8.63604,-26.7489,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,278,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,11/6/08,43.2,14.5,208.0,4450.0,FEMALE,8.48367,-26.86485,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,279,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,11/6/08,50.4,15.3,224.0,5550.0,MALE,8.74647,-26.79846,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,280,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,11/3/08,45.3,13.8,208.0,4200.0,FEMALE,8.65015,-26.79053,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,281,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,11/3/08,46.2,14.9,221.0,5300.0,MALE,8.60092,-26.84374,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,282,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/13/08,45.7,13.9,214.0,4400.0,FEMALE,8.6287,-26.60484,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,283,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/13/08,54.3,15.7,231.0,5650.0,MALE,8.49662,-26.84166,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,284,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/4/08,45.8,14.2,219.0,4700.0,FEMALE,8.60447,-26.61601,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,285,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/4/08,49.8,16.8,230.0,5700.0,MALE,8.47067,-26.69166,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0809,286,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/9/08,46.2,14.4,214.0,4650.0,MALE,8.24253,-26.8154,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,287,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/9/08,49.5,16.2,229.0,5800.0,MALE,8.49854,-26.74809,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,288,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/13/08,43.5,14.2,220.0,4700.0,FEMALE,8.64931,-26.68867,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,289,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,11/13/08,50.7,15.0,223.0,5550.0,MALE,8.63551,-26.74249,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,290,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,11/3/08,47.7,15.0,216.0,4750.0,MALE,8.53018,-26.72751,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,291,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,11/3/08,46.4,15.6,221.0,5000.0,MALE,8.35078,-26.70783,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,292,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,11/9/08,48.2,15.6,221.0,5100.0,MALE,8.24651,-26.66958,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,293,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/9/08,46.5,14.8,217.0,5200.0,FEMALE,8.58487,-26.5929,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,294,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,11/6/08,46.4,15.0,216.0,4700.0,FEMALE,8.47938,-26.9547,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,295,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,11/6/08,48.6,16.0,230.0,5800.0,MALE,8.5964,-26.71199,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,296,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/6/08,47.5,14.2,209.0,4600.0,MALE,8.39299,-26.78733,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,297,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,11/6/08,51.1,16.3,220.0,6000.0,MALE,8.40327,-26.76821,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,298,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/9/08,45.2,13.8,215.0,4750.0,FEMALE,8.24694,-26.65359,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,299,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/9/08,45.2,16.4,223.0,5950.0,MALE,8.19749,-26.65931,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,300,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,11/18/09,49.1,14.5,212.0,4625.0,FEMALE,8.35802,-26.2766,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,301,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,11/18/09,52.5,15.6,221.0,5450.0,MALE,8.28601,-26.27573,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0910,302,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/15/09,47.4,14.6,212.0,4725.0,FEMALE,10.648313000000002,-26.24369,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,303,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,11/15/09,50.0,15.9,224.0,5350.0,MALE,8.20042,-26.39677,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,304,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/22/09,44.9,13.8,212.0,4750.0,FEMALE,8.11238,-26.20372,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,305,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/22/09,50.8,17.3,228.0,5600.0,MALE,8.27428,-26.30019,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,306,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/20/09,43.4,14.4,218.0,4600.0,FEMALE,8.23468,-26.18599,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,307,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/20/09,51.3,14.2,218.0,5300.0,MALE,8.15426,-26.3433,No Comments,Gentoo penguin (Pygoscelis papua)
PAL0910,308,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/25/09,47.5,14.0,212.0,4875.0,FEMALE,8.12691,-26.23613,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,309,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/25/09,52.1,17.0,230.0,5550.0,MALE,8.27595,-26.11657,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,310,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/25/09,47.5,15.0,218.0,4950.0,FEMALE,8.29671,-26.08547,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,311,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/25/09,52.2,17.1,228.0,5400.0,MALE,8.36701,-25.89834,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,312,Anvers,Dream,"Adult, 1 Egg Stage",N18A1,Yes,12/1/09,45.5,14.5,212.0,4750.0,FEMALE,8.15566,-26.22848,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,313,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,12/1/09,49.5,16.1,224.0,5650.0,MALE,8.83352,-25.69195,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,314,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/27/09,44.5,14.7,214.0,4850.0,MALE,8.20106,-26.16524,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,315,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/27/09,50.8,15.7,226.0,5200.0,MALE,8.27102,-26.11244,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,316,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/18/09,49.4,15.8,216.0,4925.0,MALE,8.03624,-26.06594,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,317,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/18/09,46.9,14.6,222.0,4875.0,FEMALE,10.25453,-26.04726,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,318,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,11/18/09,48.4,14.4,203.0,4625.0,FEMALE,8.16582,-26.13971,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,319,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,11/18/09,51.1,16.5,225.0,5250.0,MALE,8.2066,-26.36863,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,320,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,11/22/09,48.5,15.0,219.0,4850.0,FEMALE,8.10231,-26.18763,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,321,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,11/22/09,55.9,17.0,228.0,5600.0,MALE,8.3118,-26.35425,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,322,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,11/18/09,47.2,15.5,215.0,4975.0,FEMALE,8.30817,-26.21651,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,323,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,11/18/09,49.1,15.0,228.0,5500.0,MALE,8.65914,-25.79203,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,324,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,12/1/09,47.3,13.8,216.0,4725.0,MALE,8.25818,-26.23886,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,325,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,12/1/09,46.8,16.1,215.0,5500.0,MALE,8.32359,-26.05756,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,326,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,11/10/09,41.7,14.7,210.0,4700.0,FEMALE,8.12311,-26.44815,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,327,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,11/10/09,53.4,15.8,219.0,5500.0,MALE,8.41017,-26.33867,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,328,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,11/9/09,43.3,14.0,208.0,4575.0,FEMALE,8.4207,-26.38092,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,329,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,11/9/09,48.1,15.1,209.0,5500.0,MALE,8.45738,-26.22664,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,330,Anvers,Biscoe,"Adult, 1 Egg Stage",Unknown_ID,Yes,11/20/09,50.5,15.2,216.0,5000.0,FEMALE,8.24691,-26.18466,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,331,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/20/09,49.8,15.9,229.0,5950.0,MALE,8.29226,-26.21019,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,332,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,11/27/09,43.5,15.2,213.0,4650.0,MALE,8.21634,-26.11046,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,333,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,11/27/09,51.5,16.3,230.0,5500.0,MALE,8.78557,-25.76147,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,334,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/25/09,46.2,14.1,217.0,4375.0,FEMALE,8.30231,-25.96013,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,335,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,11/25/09,55.1,16.0,230.0,5850.0,MALE,8.08354,-26.18161,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,336,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,12/1/09,44.5,15.7,217.0,4875.0,MALE,8.04111,-26.18444,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,337,Anvers,Dream,"Adult, 1 Egg Stage",N36A2,Yes,12/1/09,48.8,16.2,222.0,6000.0,MALE,8.33825,-25.88547,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,338,Anvers,Dream,"Adult, 1 Egg Stage",Unknown_ID,No,12/1/09,47.2,13.7,214.0,4925.0,FEMALE,7.99184,-26.20538,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,339,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,12/1/09,41.1,17.0,190.0,3800.0,MALE,7.6322,-27.01854,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,340,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,11/22/09,46.8,14.3,215.0,4850.0,FEMALE,8.41151,-26.13832,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,341,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,11/22/09,50.4,15.7,222.0,5750.0,MALE,8.30166,-26.04117,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,342,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,11/22/09,45.2,14.8,212.0,5200.0,MALE,8.24246,-26.11969,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0910,343,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,11/22/09,49.9,16.1,213.0,5400.0,MALE,8.3639,-26.15531,Nest never observed with full clutch.,Gentoo penguin (Pygoscelis papua)
PAL0809,344,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,11/22/07,45.207689432639135,17.139560603849194,188.2197728267864,3579.945075481149,FEMALE,9.12277,-24.90024,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,345,Anvers,Dream,"Adult, 1 Egg Stage",N89A1,Yes,11/21/09,42.5,17.255269613792137,187.0,3350.0,FEMALE,9.74144,-24.48403,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,346,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,Yes,11/27/09,50.47377387320103,18.388198242940465,199.88198242940464,3400.0,FEMALE,9.46819,-23.89017,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,347,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,11/23/09,48.8345301233273,18.258367153944988,193.86122384648328,3594.306119232416,FEMALE,9.75486,-24.805,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,348,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/30/07,51.44359609170432,20.20321079616457,207.01926477698743,4720.513727386331,MALE,9.34089,-24.45189,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,349,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,11/26/07,52.69226903602696,19.80055221171236,197.0055221171236,3724.86194707191,FEMALE,9.37369,-24.52896,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,350,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,11/23/09,45.25411499959192,17.136907714309036,188.3391528560935,3579.613464288629,FEMALE,9.65061,-24.48153,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,351,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,Yes,11/21/09,47.68960028138667,16.839713984228574,197.82742937539047,3317.6714335961906,FEMALE,9.36668,-24.60882,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,352,Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,11/22/07,46.96336129257867,17.56908494711393,196.0,3513.5496415979505,FEMALE,9.36493,-24.31198,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,353,Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,11/21/09,50.95425406933719,18.84574593066281,204.6011075731984,4100.0,MALE,9.8059,-24.59066,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,354,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,11/21/07,57.50390083338159,17.955493768641592,182.25875907947955,3700.0,FEMALE,9.37369,-24.52896,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0809,355,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,11/24/08,50.49047662275938,18.84523831137969,198.58465728544272,4453.7698592816405,MALE,9.34089,-24.45189,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0708,356,Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,11/28/07,41.502519109530674,16.785390495240208,185.95717846427385,3205.7934529762565,FEMALE,9.6895,-24.78984,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
PAL0910,357,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,11/27/09,44.45827601887085,18.141068972237324,201.7262068517512,3400.0,FEMALE,9.42666,-24.64162,Nest never observed with full clutch.,Chinstrap penguin (Pygoscelis antarctica)
